Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
00:00,58315,58200,58200,492,25,3816,52697,3588,0,7922,-1139,719,-9806,33,-1750,-1200,-862,-2625,-2940,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:15,,57700,57550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:30,58315,57200,56900,492,25,3816,52697,3588,0,7922,-1139,719,-9806,33,-1750,-1200,-862,-2625,-2940,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:45,,56200,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00,56231,55200,55100,492,25,3834,51747,3536,0,7598,-1730,721,-9993,34,-1750,-1400,-862,-2625,-2714,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:15,,55600,55250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:30,56075,56000,55400,491,25,3832,51950,3526,0,7299,-2134,722,-9636,35,-1750,-1400,-862,-2625,-2714,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:45,,56000,55200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00,55532,56000,55000,492,25,3839,51625,3535,0,7159,-2449,719,-9412,35,-1750,-1400,-862,-2327,-1088,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:15,,55750,54300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:30,54911,55500,53600,492,26,3836,49917,3572,0,6772,-2486,720,-7938,36,-1750,-1400,-862,-2327,-1088,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:45,,53950,52350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00,52496,52400,51100,494,25,3836,47811,3616,0,6507,-2685,720,-7827,38,-1750,-1400,-862,-2125,-2038,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:15,,51600,50150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:30,50664,50800,49200,491,24,3818,46306,3628,0,6460,-2495,726,-8295,39,-1750,-1400,-862,-2125,-2038,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:45,,49950,48400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00,49161,49100,47600,492,24,3824,44378,3648,0,6559,-2490,720,-7993,40,-1750,-1400,-862,-2125,-1967,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:15,,48450,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:30,47596,47800,46400,492,24,3822,42483,3575,0,6471,-2188,721,-7803,41,-1750,-1400,-862,-2125,-1967,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:45,,47250,46050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00,46656,46700,45700,492,23,3810,41927,3548,0,6498,-2399,713,-7957,41,-1750,-1400,-862,-2125,-584,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:15,,46600,45450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:30,46277,46500,45200,492,24,3825,40991,3517,0,6407,-2868,708,-6818,43,-1750,-1400,-862,-2125,-584,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:45,,46150,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00,45827,45800,44800,492,24,3779,40612,3555,0,6404,-3075,712,-6675,43,-1750,-1400,-862,-2105,1143,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:15,,45650,44750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:30,45897,45500,44700,493,24,3812,39011,3597,0,6441,-3183,704,-5001,44,-1750,-1400,-862,-2105,1143,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:45,,45350,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,45580,45200,44500,492,23,3807,38834,3587,0,6462,-3116,705,-5214,44,-1546,-1400,-862,-2105,757,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:15,,45250,44500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:30,45637,45300,44500,492,24,3818,38334,3604,0,6743,-2691,703,-5389,44,-1546,-1400,-862,-2105,757,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:45,,45450,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00,45770,45600,44700,493,21,3812,38199,3615,0,6824,-2685,706,-5216,44,-1546,-1400,-862,-2105,461,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:15,,45350,44550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:30,45686,45100,44400,492,21,3819,38050,3601,3,7089,-2626,705,-5468,44,-1546,-1400,-862,-2105,461,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:45,,45000,44500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00,45730,44900,44600,493,19,3797,38323,3532,40,7082,-2759,704,-5501,44,-1750,-1400,-862,-2123,-1262,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:15,,45500,45100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30,46504,46100,45600,492,15,3796,39868,3503,114,7134,-1603,694,-7508,41,-1750,-1400,-862,-2123,-1262,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:45,,46600,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00,47421,47100,46400,493,12,3818,40493,3578,211,7148,-1469,684,-7546,41,-1750,-1400,-862,-2605,-927,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:15,,47550,46900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:30,48274,48000,47400,494,12,3811,42305,3582,320,7398,-2537,686,-7797,40,-1750,-1400,-862,-2605,-927,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:45,,48500,47700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00,49114,49000,48000,493,13,3823,43068,3679,431,7425,-2579,688,-7926,39,-1750,-1400,-862,-2733,-1957,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:15,,49250,48500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:30,50043,49500,49000,492,11,3812,43583,3770,504,7939,-1657,687,-9097,38,-1750,-1400,-862,-2733,-1957,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:45,,49750,49500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,50975,50000,50000,493,10,3810,43940,3815,560,8198,-1687,685,-8847,37,-1750,-1400,-862,-2625,-1104,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:15,,50800,50800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:30,52341,51600,51600,493,11,3791,44244,3852,623,8311,-1698,700,-7986,37,-1750,-1400,-862,-2625,-1104,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:45,,52600,52250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00,53651,53600,52900,493,11,3796,44899,3921,627,9003,-1711,703,-8093,36,-1750,-1400,-862,-2605,-1195,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:15,,52700,52100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:30,52421,51800,51300,493,12,3783,44657,4074,603,7961,-1710,703,-8156,37,-1750,-1400,-862,-2605,-1195,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:45,,51100,50600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00,51025,50400,49900,493,12,3777,44082,4123,582,7160,-1708,701,-8197,38,-1750,-1400,-862,-2605,-1993,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:15,,49900,49600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:30,50375,49400,49300,494,11,3744,44881,4195,526,6662,-1737,706,-9106,37,-1750,-1400,-862,-2605,-1993,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:45,,48900,48700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00,49148,48400,48100,493,11,3697,44048,4267,428,6588,-1910,685,-9159,37,-1750,-1400,-862,-2878,-1843,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:15,,48200,47850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30,48706,48000,47600,493,12,3693,43878,4308,335,6607,-2147,677,-9151,38,-1750,-1400,-862,-2878,-1843,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:45,,47800,47300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00,48335,47600,47000,493,13,3698,43727,4364,213,6616,-2463,679,-9006,38,-1750,-1400,-862,-2936,-2042,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:15,,47650,47050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:30,48274,47700,47100,493,11,3703,43622,4379,104,6772,-2230,682,-9263,38,-1750,-1400,-862,-2936,-2042,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:45,,48200,47650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00,49256,48700,48200,494,10,3711,43726,4457,30,7251,-1650,689,-9461,37,-1750,-1400,-862,-3115,-2509,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:15,,49900,49400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:30,51586,51100,50600,493,7,3717,45457,4499,1,8384,-1649,680,-10004,35,-1750,-1400,-862,-3115,-2509,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:45,,52500,52000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00,54425,53900,53400,494,9,3715,46639,4547,0,9485,-1325,684,-9822,34,-1750,-1200,-861,-3111,-2509,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:15,,54550,54050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:30,56067,55200,54700,494,8,3717,47103,4559,0,9641,-502,677,-9629,33,-1750,-1200,-861,-3111,-2509,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:45,,55850,55400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00,57333,56500,56100,493,6,3712,47598,4526,0,10468,-502,674,-9641,32,-1750,-1200,-862,-3143,-2453,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:15,,56650,56250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:30,57786,56800,56400,493,5,3720,47583,4511,0,10737,-181,675,-9757,32,-1750,-1200,-862,-3143,-2453,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:45,,56900,56500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00,57752,57000,56600,493,9,3731,47626,4491,0,10589,-181,670,-9676,32,-1750,-1200,-862,-3089,-2495,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:15,,56700,56300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:30,56946,56400,56000,494,10,3733,47576,4438,0,9926,-181,675,-9725,33,-1750,-1200,-862,-3089,-2495,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:45,,56100,55700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00,56054,55800,55400,492,8,3818,47869,4445,0,8846,-755,684,-9352,34,-1750,-1200,-862,-3029,-1739,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:15,,55050,54650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:30,54975,54300,53900,492,10,3811,47834,4339,0,8054,-1487,675,-8753,35,-1750,-1200,-862,-3029,-1739,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:45,,53800,53350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00,53890,53300,52800,493,11,3817,47272,4278,0,7723,-1486,680,-8898,35,-1750,-1200,-862,-2945,-1846,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:15,,53950,53450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:30,54348,54600,54100,493,12,3825,46569,4109,0,7640,-229,672,-8743,35,-1750,-1200,-862,-2945,-1846,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:45,,55600,55100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00,56577,56600,56100,493,13,3824,47046,3992,0,9145,-229,672,-8380,34,-1750,-1200,-862,-2854,336,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:15,,55750,55350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:30,55634,54900,54600,492,12,3823,46261,3890,0,8042,-1281,677,-6281,36,-1750,-1200,-862,-2854,336,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:45,,54200,54050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00,55164,53500,53900,492,13,3841,46354,3771,0,7710,-1669,674,-6021,36,-1750,-1200,-833,-2199,219,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:15,,52700,53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:30,53643,51900,52100,492,12,3851,45843,3658,0,6972,-1886,674,-5972,37,-1750,-1200,-833,-2199,219,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:45,,50900,50950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00,51404,49900,49800,492,11,3859,44141,3536,0,6875,-2624,671,-5557,39,-1750,-690,-833,-1660,737,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:15,,50550,50050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:30,50842,51200,50300,492,12,3859,42806,3384,0,6985,-3119,670,-4247,40,-1750,-690,-833,-1660,737,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:45,,51200,50150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00,50399,51200,50000,492,10,3851,42053,3274,0,6826,-2413,675,-4369,41,-1750,289,-833,-1510,901,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:15,,50650,49400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:30,50113,50100,48800,492,10,3846,40921,3166,0,6582,-2410,673,-3167,42,-1750,289,-833,-1510,901,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:45,,49300,47950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00,48201,48500,47100,492,9,3849,39841,3034,0,6214,-2996,679,-2922,44,-1750,345,-833,-1741,871,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:15,,48050,46600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:30,47182,47600,46100,492,10,3841,38961,3008,0,6192,-2565,671,-3429,44,-1750,345,-833,-1741,871,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:45,,47100,45700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00,46306,46600,45300,492,9,3845,38405,2986,0,6206,-3040,663,-3260,45,-1750,594,-833,-1797,643,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:15,,46550,45350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:30,46294,46500,45400,496,8,3846,38770,2856,0,6266,-3150,672,-3469,45,-1750,594,-833,-1797,643,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:45,,46850,45700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00,46692,47200,46000,497,8,3849,39126,2820,0,6342,-3117,670,-3504,44,-1750,1100,-833,-1947,-1353,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:15,,47900,46550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:30,48092,48600,47100,495,7,3851,41294,2695,0,6825,-2718,663,-5019,42,-1750,1100,-833,-1947,-1353,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:45,,49300,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00,49460,50000,48900,492,8,3856,42269,2857,0,6932,-2484,665,-5135,41,-1750,1100,-833,-3058,-2639,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:15,,51000,50100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:30,52118,52000,51300,491,5,3910,45280,2881,0,7363,-697,656,-7771,37,-1750,1100,-833,-3058,-2639,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:45,,53200,52350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,53970,54400,53400,492,5,3936,46452,2923,0,7175,-195,651,-7470,36,-1750,-773,-833,-3158,-2645,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:15,,55450,54600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:30,56592,56500,55800,491,3,4004,50202,2901,0,7974,-20,644,-9607,34,-1750,-773,-833,-3158,-2645,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:45,,57800,57300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00,58593,59100,58800,491,2,4077,53101,2901,0,7542,-475,650,-9698,33,-1739,-1180,-833,-3158,-2693,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:15,,59950,59050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:30,60350,60800,59300,491,0,4071,55511,2838,0,7876,-1143,649,-9944,32,-1739,-1180,-833,-3158,-2693,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:45,,61250,59650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00,61001,61700,60000,491,1,4060,55784,2865,2,8099,-1144,655,-9814,32,-1601,-1200,-833,-3160,-2997,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:15,,62250,60800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30,62254,62800,61600,492,2,4045,57220,2916,27,7967,-605,636,-10446,31,-1601,-1200,-833,-3160,-2997,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:45,,63300,62050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00,63127,63800,62500,490,0,4083,57433,2931,88,8070,-411,632,-10190,31,-1585,-1185,-833,-3170,-3383,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:15,,64250,62950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:30,64130,64700,63400,491,0,4084,58029,2947,158,8460,-160,629,-10508,30,-1585,-1185,-833,-3170,-3383,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:45,,64950,63700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00,64766,65200,64000,492,0,4087,58388,3008,224,8414,-19,621,-10450,30,-1749,-1185,-833,-3112,-3510,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:15,,65550,64650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:30,65816,65900,65300,491,2,4061,58642,3116,298,9367,-18,630,-10772,29,-1749,-1185,-833,-3112,-3510,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:45,,66300,65650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,66515,66700,66000,491,0,4114,58611,3257,366,9731,-19,631,-10668,30,-1750,-1150,-833,-3112,-3448,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:15,,66700,66250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:30,66996,66700,66500,492,2,4090,58579,3287,399,10011,-18,636,-10481,29,-1750,-1150,-833,-3112,-3448,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:45,,67300,66950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00,67682,67900,67400,492,1,4094,58950,3401,385,10385,-49,630,-10607,29,-1750,-961,-833,-3113,-3408,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:15,,67100,66650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:30,66640,66300,65900,492,3,4087,58814,3388,416,9313,-60,632,-10446,29,-1750,-961,-833,-3113,-3408,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:45,,66100,65700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00,66105,65900,65500,492,1,4082,59087,3359,448,8475,-296,631,-10175,30,-1750,-694,-833,-3113,-3213,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:15,,65750,65200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:30,65917,65600,64900,491,3,4090,59294,3233,404,8217,-465,630,-9980,30,-1750,-694,-833,-3113,-3213,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:45,,64600,63950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00,64500,63600,63000,494,0,4108,58833,3194,342,7675,-954,635,-9828,31,-1750,-527,-833,-3109,-3252,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:15,,63350,62800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30,63789,63100,62600,487,1,4165,58799,3047,310,7532,-1458,644,-9738,31,-1750,-527,-833,-3109,-3252,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:45,,63000,62550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00,63348,62900,62500,488,0,4133,59048,2869,235,7502,-1751,641,-9818,31,-1620,-714,-833,-3109,-3426,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:15,,62850,62500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:30,63469,62800,62500,488,3,4146,59387,2825,130,7494,-1547,651,-10108,31,-1620,-714,-833,-3109,-3426,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:45,,63250,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00,64318,63700,63500,490,11,4176,58936,2840,33,7877,-513,645,-10178,31,-1750,-533,-833,-3148,-4296,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:15,,65050,64850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:30,67139,66400,66200,490,10,4213,59834,2819,2,10090,-19,640,-10940,30,-1750,-533,-833,-3148,-4296,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:45,,68050,67900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00,70548,69700,69600,492,10,4214,60197,2847,0,12942,-19,644,-10780,29,-1750,-321,-833,-3148,-3589,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:15,,70150,70050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:30,71949,70600,70500,493,11,4385,59990,2764,0,13457,-18,646,-9779,29,-1750,-321,-833,-3148,-3589,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:45,,71450,71400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00,73263,72300,72300,493,15,4363,60371,2734,0,14563,-18,658,-9915,29,-1750,-697,-833,-3148,-3168,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:15,,71650,71650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:30,72615,71000,71000,491,14,4356,60303,2834,0,13910,-18,650,-9925,29,-1750,-697,-833,-3148,-3168,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:45,,70350,70350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00,71079,69700,69700,492,19,4415,60197,2895,0,12407,-18,649,-9976,30,-1750,-1156,-833,-3171,-3319,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:15,,68950,68950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:30,69050,68200,68200,491,19,4151,60005,2981,0,11388,-19,647,-10614,29,-1750,-1156,-833,-3171,-3319,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:45,,67300,67300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00,67435,66400,66400,491,19,4165,59725,3076,0,10059,-102,651,-10650,30,-1750,-1200,-833,-3183,-3039,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:15,,65250,65250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:30,65332,64100,64100,492,19,4157,58629,3216,0,8728,-214,647,-10343,31,-1750,-1200,-833,-3183,-3039,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:45,,63100,63100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00,63756,62100,62100,492,18,4183,57984,3236,0,8198,-674,652,-10333,32,-1750,-1200,-833,-3183,-3374,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:15,,62350,62350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:30,64030,62600,62600,491,18,4175,57952,3261,0,8765,-675,646,-10602,31,-1750,-1200,-833,-3183,-3374,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:45,,63900,63900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00,65929,65200,65200,491,17,3975,58834,3294,0,9962,-674,651,-10620,30,-1749,-1142,-833,-3114,-1005,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:15,,63950,64050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:30,64902,62700,62900,491,17,3905,57926,3424,0,8449,-1895,659,-8073,31,-1749,-1142,-833,-3114,-1005,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:45,,62750,62850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00,64600,62800,63200,491,18,3921,58251,3587,0,8066,-2098,661,-8299,31,-1750,-1124,-862,-2841,-2288,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:15,,61900,62200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:30,63033,61000,61200,489,16,3915,57563,3665,0,7967,-1946,663,-9299,31,-1750,-1124,-862,-2841,-2288,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
