Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
00:45,,38350,38900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00,37886,37200,37700,285,0,835,38957,1148,0,3935,-1441,687,-6522,22,-2000,-1200,-1103,-2517,613,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:15,,37150,37750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:30,37398,37100,37800,285,0,838,38783,1236,0,3569,-1812,685,-6186,23,-2000,-1200,-1103,-2517,613,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:45,,36900,37550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00,36804,36700,37300,285,0,836,38702,1177,0,3513,-2082,700,-6327,23,-2000,-1200,-1103,-2662,-460,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:15,,36200,36650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:30,36214,35700,36000,284,0,837,39250,1188,0,3312,-1593,692,-7757,23,-2000,-1200,-1103,-2662,-460,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:45,,34850,35250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00,34682,34000,34500,280,0,843,38331,1177,0,3257,-1631,687,-8262,23,-2000,-1200,-1103,-2562,-1627,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:15,,33650,34150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:30,33815,33300,33800,279,0,849,38210,1035,0,3193,-2043,696,-8404,24,-2000,-1200,-1103,-2562,-1627,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:45,,33050,33600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00,33389,32800,33400,278,59,847,37904,1009,0,3213,-2104,716,-8534,25,-2000,-1200,-1103,-2635,-1609,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:15,,32850,33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:30,33441,32900,33400,278,0,847,38019,1017,0,3179,-2089,701,-8512,24,-2000,-1200,-1103,-2635,-1609,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:45,,33250,33850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00,33839,33600,34300,279,60,834,38414,938,0,3222,-2084,720,-8545,25,-2000,-1200,-1103,-2615,-1232,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:15,,34150,34750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:30,35066,34700,35200,278,252,845,38988,867,0,3428,-2100,718,-8211,29,-2000,-1200,-1103,-2615,-1232,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:45,,35200,35800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00,36063,35700,36400,278,370,848,39692,818,0,3556,-2099,721,-8120,31,-1245,-1200,-1103,-2612,-1927,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:15,,36150,36900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:30,37242,36600,37400,278,438,850,39724,757,1,3915,-1245,722,-8198,31,-1245,-1200,-1103,-2612,-1927,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:45,,37350,38150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,38606,38100,38900,280,465,856,40028,703,26,4107,-605,719,-7973,31,-1300,-600,-1103,-2193,-1699,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:15,,39150,39850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:30,40555,40200,40800,279,590,861,39800,645,105,5015,-431,716,-7025,33,-1300,-600,-1103,-2193,-1699,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:45,,41150,41700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00,42436,42100,42600,319,674,883,40166,512,244,5746,-2,713,-6819,34,-1425,-600,-1103,-1527,-271,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:15,,42900,43650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:30,44499,43700,44700,334,697,909,40174,394,449,5875,-2,705,-5036,35,-1425,-600,-1103,-1527,-271,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:45,,44500,45450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00,46109,45300,46200,351,795,916,40564,325,704,6623,-2,682,-4849,36,-1425,-600,-1103,-932,809,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:15,,45850,46900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30,47593,46400,47600,371,788,916,40559,320,955,6396,-2,678,-3390,36,-1425,-600,-1103,-932,809,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:45,,47000,48050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00,48574,47600,48500,370,753,963,40522,369,1205,7048,-2,681,-3334,35,-1772,-600,-1103,-562,970,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:15,,47850,48900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:30,49260,48100,49300,459,786,1050,40625,399,1428,7015,-2,672,-3172,37,-1772,-600,-1103,-562,970,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:45,,48400,49550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00,49777,48700,49800,474,811,1040,40657,475,1594,7220,-2,678,-3169,37,-1824,-600,-1103,-308,1260,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:15,,48900,50100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:30,50454,49100,50400,473,787,1052,40601,517,1799,7364,-2,671,-2808,37,-1824,-600,-1103,-308,1260,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:45,,49450,50850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,50997,49800,51300,472,798,1037,40681,586,1905,7433,-2,676,-2589,36,-1953,-600,-1103,-179,2618,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:15,,49900,51150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:30,51188,50000,51000,474,716,1039,40388,684,1977,6697,-2,678,-1464,36,-1953,-600,-1103,-179,2618,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:45,,50450,51650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00,51622,50900,52300,474,741,1037,40494,720,2042,6822,-3,676,-1382,36,-2000,-600,-1103,-180,2352,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:15,,50000,51400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:30,50716,49100,50500,475,760,1037,40650,730,2081,6211,-2,662,-1887,36,-2000,-600,-1103,-180,2352,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:45,,49200,50600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00,50714,49300,50700,472,788,1030,40763,780,2070,5742,-2,640,-1568,37,-1851,-600,-1103,462,2422,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:15,,49250,50750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:30,50800,49200,50800,482,821,1026,41102,814,2091,4966,-4,649,-1145,38,-1851,-600,-1103,462,2422,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:45,,48500,50050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00,49880,47800,49300,471,786,1033,40901,850,2030,4591,-531,641,-893,38,-1740,-600,-1103,117,1860,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:15,,47450,48900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30,49257,47100,48500,477,867,1031,41289,872,1962,4351,-528,649,-1713,39,-1740,-600,-1103,117,1860,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:45,,46700,48050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00,48526,46300,47600,476,871,1027,41052,817,1856,4182,-762,646,-1638,40,-1800,-600,-1103,-187,1733,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:15,,46100,47350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:30,47881,45900,47100,479,742,1027,41305,807,1758,4124,-759,652,-2253,38,-1800,-600,-1103,-187,1733,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:45,,45500,46650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00,47361,45100,46200,473,682,1031,40645,842,1610,4147,-351,656,-2373,37,-1900,-600,-1103,-771,943,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:15,,44950,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:30,46846,44800,45800,477,691,906,41171,814,1451,4322,-2,661,-3644,36,-1900,-600,-1103,-771,943,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:45,,44850,45800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00,46730,44900,45800,474,732,906,40595,774,1242,4953,-5,666,-3606,36,-1989,-600,-1103,-1306,1533,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:15,,45200,46100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:30,47084,45500,46400,475,792,901,40416,733,992,5822,-44,664,-3667,37,-1989,-600,-1103,-1306,1533,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:45,,45850,46700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00,47659,46200,47000,474,731,897,40824,683,737,6305,-52,670,-3610,36,-1800,-600,-1103,-1097,553,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:15,,45900,46700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:30,47371,45600,46400,477,753,896,41098,599,483,6784,-54,680,-4345,36,-1800,-600,-1103,-1097,553,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:45,,45450,46250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00,46625,45300,46100,471,722,896,40946,559,261,6483,-56,683,-4340,36,-2000,-600,-1103,-1372,-975,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:15,,44700,45500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:30,45303,44100,44900,474,782,908,41103,483,111,7055,-2,688,-6298,37,-2000,-600,-1103,-1372,-975,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:45,,43550,44350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00,44236,43000,43800,476,693,902,40823,437,32,6515,-2,694,-6336,36,-1922,-600,-1103,-1435,-816,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:15,,43000,43750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:30,44332,43000,43700,475,743,922,41000,454,2,6116,-5,693,-6068,37,-1922,-600,-1103,-1435,-816,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:45,,43150,43850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00,44931,43300,44000,473,598,920,40926,474,0,6481,-3,691,-5629,34,-1806,-600,-1102,-535,38,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:15,,44200,44900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:30,45791,45100,45800,473,540,920,40454,463,0,6467,-3,691,-4214,33,-1806,-600,-1102,-535,38,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:45,,46300,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00,48045,47500,48200,473,566,919,40753,491,0,8240,-2,694,-4087,33,-2000,-600,-1103,-279,1300,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:15,,46600,47250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:30,46678,45700,46300,472,532,875,40191,477,0,6287,-2,695,-2849,33,-2000,-600,-1103,-279,1300,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:45,,45300,45600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00,46027,44900,45700,474,536,874,39825,481,0,5998,-3,693,-2851,34,-2000,-600,-1103,-1071,-15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:15,,43600,44300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:30,43326,42300,42900,475,540,859,40335,467,0,5139,-3,694,-5180,34,-2000,-600,-1103,-1071,-15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:45,,41150,41650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00,40508,40000,40400,470,504,872,39763,469,0,4127,-1092,692,-5297,36,-1955,-1200,-1103,-1074,-488,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:15,,40050,40650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:30,40014,40100,40900,470,516,860,40474,465,0,4020,-1553,694,-5934,36,-1955,-1200,-1103,-1074,-488,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:45,,39900,40700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00,39486,39700,40500,469,496,838,40069,488,0,3876,-1550,702,-5902,35,-2000,-1200,-1103,-1552,-718,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:15,,39050,39550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:30,38938,38400,38600,470,504,866,40487,469,0,3586,-1342,689,-6791,35,-2000,-1200,-1103,-1552,-718,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
02:45,,37550,37850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00,37235,36700,37100,474,481,862,39442,451,0,3301,-1779,689,-6685,36,-2000,-1200,-1103,-2535,-942,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:15,,36300,36750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:30,36415,35900,36400,472,530,855,40177,438,0,3180,-2067,681,-7851,37,-2000,-1200,-1103,-2535,-942,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
03:45,,35650,36200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00,35815,35400,36000,473,523,822,39531,421,0,3172,-2088,675,-7715,37,-2000,-1200,-1103,-2615,-1166,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:15,,35250,35850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:30,35575,35100,35700,470,667,818,39578,420,0,3131,-2085,678,-8102,40,-2000,-1200,-1103,-2615,-1166,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
04:45,,35300,35950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00,35924,35500,36200,471,721,862,39401,450,0,3235,-1922,689,-7983,42,-1883,-1200,-1103,-2616,-506,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:15,,36000,36600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:30,36733,36500,37000,468,887,865,39178,483,0,3296,-1889,681,-7236,45,-1883,-1200,-1103,-2616,-506,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
05:45,,37000,37550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00,37750,37500,38100,473,1086,848,39781,501,0,3436,-1720,680,-7335,48,-1565,-1200,-1103,-2354,-1721,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:15,,37850,38550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:30,38739,38200,39000,476,1211,852,40286,517,0,3845,-921,682,-8209,49,-1565,-1200,-1103,-2354,-1721,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
06:45,,38900,39700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,40004,39600,40400,476,1312,858,40864,576,17,4051,-948,679,-7882,50,-1510,-600,-1103,-2158,-2160,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:15,,40600,41450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:30,42046,41600,42500,625,1380,785,40954,623,94,4859,-301,668,-7642,51,-1510,-600,-1103,-2158,-2160,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
07:45,,42600,43600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00,43995,43600,44700,795,1441,857,41215,603,237,5600,-56,667,-7363,54,-1065,-600,-1103,-1516,-1446,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:15,,44400,45350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:30,45804,45200,46000,871,1516,814,41016,550,455,5685,-56,661,-5709,56,-1065,-600,-1103,-1516,-1446,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
08:45,,46000,46750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00,47543,46800,47500,872,1587,864,41211,526,713,6712,-2,648,-5588,56,-1802,-600,-1103,-1384,89,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:15,,47450,48300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30,48884,48100,49100,884,1578,789,41234,512,987,7240,-2,636,-4974,54,-1802,-600,-1103,-1384,89,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
09:45,,48650,49450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00,49591,49200,49800,951,1522,847,41053,521,1262,7639,-6,640,-4838,54,-1938,-600,-1103,-1297,418,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:15,,49450,50100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:30,50477,49700,50400,951,1588,896,40364,575,1506,8686,-3,638,-4724,55,-1938,-600,-1103,-1297,418,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10:45,,50000,50550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00,50940,50300,50700,950,1587,920,40374,615,1719,8847,-3,641,-4709,55,-2000,-600,-1103,-957,1275,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:15,,50550,51050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:30,51626,50800,51400,871,1486,951,40286,680,1888,8431,-3,638,-3603,52,-2000,-600,-1103,-957,1275,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11:45,,51100,51900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,52253,51400,52400,871,1619,979,40303,712,2081,8447,-3,634,-3389,54,-1999,-600,-1103,244,1798,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:15,,51200,51950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:30,52177,51000,51500,870,1326,995,40061,731,2170,7299,-3,641,-1914,51,-1999,-600,-1103,244,1798,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12:45,,51700,52300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00,52436,52400,53100,876,1350,1027,40241,765,2258,7282,-3,635,-1996,51,-2000,-600,-1103,499,1873,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:15,,51450,52100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:30,51504,50500,51100,870,1349,1018,40126,756,2267,6011,-2,639,-1529,52,-2000,-600,-1103,499,1873,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
13:45,,50450,51450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00,51449,50400,51800,870,1341,1029,40226,734,2322,5884,-2,637,-1589,52,-1999,-600,-1103,-180,1613,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:15,,50550,51600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:30,51926,50700,51400,871,1576,917,40760,692,2309,6727,-3,640,-2563,54,-1999,-600,-1103,-180,1613,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
14:45,,50050,50750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00,50885,49400,50100,870,1322,1025,40651,662,2260,6245,-3,637,-2784,51,-1999,-584,-1103,-494,670,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:15,,49100,49800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30,50213,48800,49500,835,1588,988,40881,644,2194,6128,-3,633,-3675,55,-1999,-584,-1103,-494,670,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
15:45,,48450,49150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00,49665,48100,48800,718,1507,971,40633,611,2111,6219,-2,643,-3745,52,-1999,-600,-1103,-1585,114,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:15,,47800,48450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:30,48976,47500,48100,793,1716,916,40949,559,1968,6955,-2,643,-5521,56,-1999,-600,-1103,-1585,114,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16:45,,47150,47750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00,48518,46800,47400,673,1749,889,40894,516,1809,6802,-2,645,-5457,55,-1999,-308,-1103,-1351,-501,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:15,,46700,47300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:30,48047,46600,47200,567,1701,775,40701,442,1631,7125,-2,650,-5543,52,-1999,-308,-1103,-1351,-501,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
17:45,,46550,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00,47972,46500,47200,476,1772,826,40836,359,1390,6962,-2,652,-5299,53,-1999,290,-1103,-1354,-80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:15,,46750,47550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:30,48127,47000,47900,473,1585,815,40681,301,1114,6997,-3,651,-4488,50,-1999,290,-1103,-1354,-80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
18:45,,47300,48250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00,48841,47600,48600,323,1684,825,41022,231,824,7752,-2,643,-4460,48,-1981,420,-1103,-1311,24,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:15,,47150,48150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:30,48134,46700,47700,278,1598,823,40878,170,534,7306,-25,660,-4088,47,-1981,420,-1103,-1311,24,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
19:45,,46450,47450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00,47234,46200,47200,282,1643,813,40705,154,273,7055,-45,660,-4307,49,-1999,-209,-1103,-1776,-1038,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:15,,45450,46450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:30,45897,44700,45700,282,1771,860,40837,144,108,7769,-53,667,-6487,51,-1999,-209,-1103,-1776,-1038,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
20:45,,44250,45250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00,44825,43800,44800,283,1581,872,40666,145,29,6928,-18,672,-6332,49,-1990,-450,-1103,-2043,-475,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:15,,43950,44900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:30,44845,44100,45000,283,1616,971,40729,157,2,6750,-2,648,-6309,50,-1990,-450,-1103,-2043,-475,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
21:45,,44450,45350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00,45442,44800,45700,284,1665,944,40807,202,0,6740,-2,662,-5860,51,-1929,-600,-1103,-676,263,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:15,,45550,46450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:30,46469,46300,47200,285,1513,1007,40622,257,0,6380,-2,684,-4278,49,-1929,-600,-1103,-676,263,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
22:45,,47450,48350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00,48629,48600,49500,287,1821,1016,41054,333,0,7636,-2,692,-4208,53,-1999,-600,-1103,-594,935,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:15,,47550,48400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:30,47388,46500,47300,285,1574,1044,40580,418,0,6434,-2,692,-3637,50,-1999,-600,-1103,-594,935,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23:45,,46150,46550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00,46316,45800,46000,289,1429,1052,40270,497,0,5739,-3,695,-3653,49,-2000,-600,-1103,-402,-1027,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:15,,44500,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:30,43810,43200,43200,277,1343,1068,40139,608,0,5492,-174,695,-5637,47,-2000,-600,-1103,-402,-1027,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
00:45,,42050,41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00,40944,40900,40600,277,1262,1074,39679,702,0,4103,-682,698,-6170,48,-2000,-1200,-1103,-811,-402,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:15,,40850,40900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:30,40288,40800,41200,281,1159,1068,39490,857,0,3911,-1388,701,-5790,47,-2000,-1200,-1103,-811,-402,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
01:45,,40600,40900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00,39718,40400,40600,276,924,1080,38987,1026,0,4161,-1029,704,-6411,42,-1975,-1200,-1103,-1582,-1753,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
